300ms 0 233357 0.233357
300ms 1 267661 0.267661
250ms 0 257506 0.257506
250ms 1 293615 0.293615
200ms 0 327919 0.327919
200ms 1 321374 0.321374
50ms 0 469649 0.469649
50ms 1 424963 0.424963
100ms 0 372379 0.372379
100ms 1 475065 0.475065
150ms 0 421127 0.421127
150ms 1 326114 0.326114
