0.0 0
1.20015 5360
1.40081 5896
1.40176 6968
1.4027 8040
1.40365 9112
1.40459 10184
1.60147 11256
1.60242 12328
1.60336 13400
1.6043 14472
1.60525 15544
1.60619 16616
1.60714 17688
1.60808 18760
1.60902 19832
1.80213 20904
1.80307 21976
1.80402 23048
1.80591 22761
1.80639 23009
1.80686 23258
1.80733 23506
1.8078 23754
1.80827 24003
1.80875 24251
1.80922 24500
1.80969 24748
1.81016 24996
1.81063 25245
1.81111 25493
1.81158 25742
1.81205 25990
1.81252 26238
1.81299 26487
1.81347 26735
1.81394 26984
1.81441 27232
1.81488 27480
1.81535 27729
1.81583 27585
1.8163 27441
1.81677 27297
1.81724 27153
1.81771 27010
1.81819 26866
1.81866 26722
2.0028 26578
2.00327 26434
2.00374 26291
2.00421 26147
2.00468 26003
2.00516 25859
2.00563 25715
2.0061 25572
2.00657 25428
2.00704 25284
2.00752 25140
2.00799 24996
2.00846 24853
2.00893 24709
2.0094 16080
2.0094 16616
2.01034 17152
2.01506 17688
2.02026 17412
2.02073 17671
2.0212 17931
2.02168 18190
2.02215 18449
2.02262 18709
2.02357 18968
2.02404 19227
2.02452 18951
2.02499 19210
2.02546 19469
2.20347 19729
2.20394 19988
2.20441 20247
2.20536 20507
2.20583 20766
2.20677 20628
2.20725 20490
2.20772 20351
2.20866 20213
2.20913 20075
2.20961 19936
2.21668 19798
2.21715 19660
2.21762 19521
2.21809 19383
2.21857 19245
2.21904 19106
2.21999 18968
2.22046 18830
2.22093 18691
2.2214 18553
2.22187 18415
2.22234 18276
2.22281 18138
2.22329 18000
2.22376 17861
2.22423 17723
2.2247 17585
2.22517 17446
2.22565 17308
2.22612 17170
2.22658 12328
2.22658 12864
2.22753 13400
2.41828 13936
2.80733 14472
3.00846 15008
4.01696 14720
4.01743 14967
4.01791 14679
4.01838 14926
4.02592 15173
4.02639 15421
4.02687 15668
4.02734 15916
4.02781 16163
4.02828 16410
4.02923 16658
4.02971 16905
4.03064 17152
4.03111 17008
4.03206 16864
4.03253 16720
4.03348 16575
4.03443 16431
4.0349 15751
4.21432 15606
4.2148 15462
4.21527 15318
4.21574 15173
4.21622 15029
4.21669 14885
4.21764 14740
4.21811 14596
4.21857 14452
4.21904 14308
4.21952 14163
4.22659 14019
4.22706 13875
4.22753 13730
4.228 13586
4.22848 13442
4.22895 13297
4.22942 13153
4.22989 13009
4.23036 12864
4.23084 12720
4.23131 12576
4.23178 12432
4.23225 12287
4.23272 12143
4.2332 11999
4.23367 11854
4.23509 11710
4.23556 10184
4.23556 10720
4.41593 11256
4.41688 11792
4.41877 12328
4.61706 12864
4.81771 13400
5.01884 13936
5.2195 14472
5.62129 15008
7.85071 15544
8.25108 16080
8.65145 16616
9.03862 17152
9.23928 17688
9.44041 18224
9.45503 18760
9.64106 19296
9.6557 19013
9.65617 19265
9.65664 19517
9.65711 19769
9.65758 20022
9.65806 20274
9.65853 20526
9.659 20778
9.65947 21031
9.65994 21283
9.66042 21535
9.84173 21787
9.8422 22040
9.84267 22292
9.84315 22544
9.84362 22796
9.84409 23048
9.84456 22907
9.84503 22765
9.84551 22623
9.84598 22481
9.84645 22339
9.84692 22197
9.84739 22055
9.84787 21913
9.84834 21772
9.84881 21630
9.84928 21488
9.84975 21346
9.85023 21204
9.8507 21062
9.85117 20920
9.85495 20778
9.85542 20636
9.85589 20495
9.85635 13400
9.85635 13936
9.8573 14472
9.85824 15008
10.0424 15544
10.2435 16080
10.2445 16616
10.4442 17152
10.6448 17688
10.6543 17412
10.6548 17671
10.6552 17931
10.6581 18190
10.6585 18449
10.6637 18709
10.6642 18968
10.6651 19227
10.6656 19487
10.6661 19746
10.6665 20005
10.8455 20265
10.846 20524
10.8464 20783
10.8469 21043
10.8474 21302
10.8479 21164
10.8483 21026
10.8488 20887
10.8493 20749
10.8497 20611
10.8502 20472
10.8507 20334
10.8512 20196
10.8516 20057
10.8521 19919
10.8526 19781
10.8531 19642
10.8535 19504
10.854 19366
10.8545 19227
10.8549 19089
10.8554 12328
10.8554 12864
10.8563 13400
11.0462 13936
11.2685 14472
11.6486 15008
12.2581 14720
12.2586 14967
12.2591 15215
12.2596 15462
12.26 15709
12.261 15957
12.2615 16204
12.2619 15916
12.2732 16163
12.2737 16410
12.2742 16658
12.2747 16905
12.4522 17152
12.4527 17008
12.4531 16864
12.4536 16720
12.4541 16575
12.4546 16431
12.455 16287
12.4555 16142
12.456 15998
12.4564 15854
12.4569 15709
12.4574 15565
12.4579 15421
12.4583 15276
12.4588 15132
12.4593 14988
12.4597 14844
12.4602 14699
12.4607 14555
12.4612 14411
12.4616 14266
12.4621 14122
12.4626 13978
12.4631 13833
12.4635 10184
12.4635 10720
12.4744 11256
12.6533 11792
12.6543 12328
12.854 12864
13.0546 13400
13.2558 13936
13.4564 14472
13.8596 14172
13.8601 14408
13.8606 14644
13.8611 14880
13.8615 15116
13.862 15352
13.8625 15587
13.8629 15823
13.8634 16059
13.8639 16295
13.8644 16531
13.8648 16767
13.8653 17002
13.8658 16852
13.8663 16702
13.8667 16552
13.8672 16402
13.8677 16252
13.8681 16102
13.8686 15952
13.8691 15802
13.8818 15652
13.8823 15502
14.0594 15352
14.0598 15201
14.0603 15051
14.0608 9648
14.0608 10184
14.0617 10720
14.4616 11256
14.6628 11792
15.4786 12328
15.8794 12864
16.2812 13400
16.4847 13121
16.4942 13377
16.4946 13634
16.6722 13890
16.6727 14146
16.6731 14403
16.6736 14659
16.6769 14915
16.6774 15172
16.6783 15428
16.6788 15684
16.6793 15941
16.6797 15801
16.6802 15661
16.6807 15521
16.6811 15381
16.6816 15242
16.6821 15102
16.6826 14962
16.683 14822
16.6835 14682
16.6845 14542
16.6849 14403
16.6854 14263
16.6859 9112
16.6859 9648
16.6953 10184
16.8728 10720
16.8804 11256
17.0744 11792
17.2751 12328
17.6769 12864
17.8775 13400
