0.0 0
1.20099 5360
1.20099 5360
1.20099 5360
1.20099 5360
1.40667 5896
1.40667 5896
1.40667 5896
1.40667 5896
1.41611 6432
1.41611 6432
1.41611 6432
1.41611 6432
1.42555 6968
1.42555 6968
1.42555 6968
1.42555 6968
1.43499 7504
1.43499 7504
1.43499 7504
1.43499 7504
1.44443 8040
1.44443 8040
1.44443 8040
1.44443 8040
1.62147 7504
1.62147 7504
1.62147 7504
1.62147 7504
1.65451 7236
1.65451 7236
1.65451 7236
1.65451 7236
1.65923 6968
1.65923 6968
1.65923 6968
1.65923 6968
1.66395 6700
1.66395 6700
1.66395 6700
1.66395 6700
1.66867 6432
1.66867 6432
1.66867 6432
1.66867 6432
1.67339 6164
1.67339 6164
1.67339 6164
1.67339 6164
1.87642 5896
1.87642 5896
1.87642 5896
1.87642 5896
1.88107 5628
1.88107 5628
1.88107 5628
1.88107 5628
1.88579 5360
1.88579 5360
1.88579 5360
1.88579 5360
1.89051 4556
1.89051 4556
1.89051 4556
1.89051 4556
1.90474 4288
1.90474 4288
1.90474 4288
1.90474 4288
1.90946 4020
1.90946 4020
1.90946 4020
1.90946 4020
1.91418 3484
1.91418 3484
1.91418 3484
1.91418 3484
2.15011 3566
2.15011 3566
2.15011 3566
2.15011 3566
2.15483 3646
2.15483 3646
2.15483 3646
2.15483 3646
2.15949 3724
2.15949 3724
2.15949 3724
2.15949 3724
2.36421 3801
2.36421 3801
2.36421 3801
2.36421 3801
2.40021 3876
2.40021 3876
2.40021 3876
2.40021 3876
2.40965 3950
2.40965 3950
2.40965 3950
2.40965 3950
2.61437 4022
2.61437 4022
2.61437 4022
2.61437 4022
2.67397 4093
2.67397 4093
2.67397 4093
2.67397 4093
2.71173 4163
2.71173 4163
2.71173 4163
2.71173 4163
2.72117 4232
2.72117 4232
2.72117 4232
2.72117 4232
2.90525 4299
2.90525 4299
2.90525 4299
2.90525 4299
2.94773 4365
2.94773 4365
2.94773 4365
2.94773 4365
2.95717 4430
2.95717 4430
2.95717 4430
2.95717 4430
3.11526 4494
3.11526 4494
3.11526 4494
3.11526 4494
3.1247 4557
3.1247 4557
3.1247 4557
3.1247 4557
3.16246 4620
3.16246 4620
3.16246 4620
3.16246 4620
3.34429 3752
3.34429 3752
3.34429 3752
3.34429 3752
3.37733 3216
3.37733 3216
3.37733 3216
3.37733 3216
3.53549 2948
3.53549 2948
3.53549 2948
3.53549 2948
3.54021 2680
3.54021 2680
3.54021 2680
3.54021 2680
3.54499 2412
3.54499 2412
3.54499 2412
3.54499 2412
3.54965 1608
3.54965 1608
3.54965 1608
3.54965 1608
3.58262 1786
3.58262 1786
3.58262 1786
3.58262 1786
3.7455 1946
3.7455 1946
3.7455 1946
3.7455 1946
3.9508 2093
3.9508 2093
3.9508 2093
3.9508 2093
4.15552 2230
4.15552 2230
4.15552 2230
4.15552 2230
4.16088 2358
4.16088 2358
4.16088 2358
4.16088 2358
4.3663 2479
4.3663 2479
4.3663 2479
4.3663 2479
4.37574 2594
4.37574 2594
4.37574 2594
4.37574 2594
4.57632 2704
4.57632 2704
4.57632 2704
4.57632 2704
4.58576 2810
4.58576 2810
4.58576 2810
4.58576 2810
4.79584 2323
4.79584 2323
4.79584 2323
4.79584 2323
4.80056 2502
4.80056 2502
4.80056 2502
4.80056 2502
4.99176 2323
4.95.64406 2782
5.64406 2782
5.64406 2782
5.64406 2782
5.65407 2885
5.65407 2885
5.65407 2885
5.65407 2885
5.85407 2984
5.85407 2984
5.85407 2984
5.85407 2984
5.86351 3080
5.86351 3080
5.86351 3080
5.86351 3080
6.05937 3173
6.05937 3173
6.05937 3173
6.05937 3173
6.06881 3263
6.06881 3263
6.06881 3263
6.06881 3263
6.26466 3351
6.26466 3351
6.26466 3351
6.26466 3351
6.2741 3436
6.2741 3436
6.2741 3436
6.2741 3436
6.28354 3519
6.28354 3519
6.28354 3519
6.28354 3519
6.47468 3600
6.47468 3600
6.47468 3600
6.47468 3600
6.49362 2680
6.49362 2680
6.49362 2680
6.49362 2680
6.68476 2412
6.68476 2412
6.68476 2412
6.68476 2412
6.68954 2144
6.68954 2144
6.68954 2144
6.68954 2144
6.69426 1876
6.69426 1876
6.69426 1876
6.69426 1876
6.69892 1072
6.69892 1072
6.69892 1072
67.05849 1340
7.05849 1340
7.05849 1340
7.05849 1340
7.26321 15546.89484 1554
6.89484 1554
6.89484 1554
67.46378 17387.10485 1738
7.10485 1738
7.10485 1738
77.87495 10727.52029 1072
7.52029 1072
7.52029 1072
7.52029 1072
7.72559 1340
7.72559 1340
7.72559 1340
7.72559 1340
7.93031 1554
7.93031 1554
7.93031 1554
78.91814 536
8.13088 1738
8.13088 1738
8.13088 179.12343 1072
9.18.3356 1903
8.3356 1903
8.3356 1903
8.3356 1903
8.34747 2053
8.34747 2053
8.34747 2053
8.34747 2053
8.55749 2192
8.55749 2192
8.55749 2192
8.55749 2192
8.76221 2323
8.76221 2323
8.76221 2323
8.76221 2323
8.77694 2446
8.77694 2446
8.77694 2446
8.77694 2446
8.9675 2563
8.9675 2563
8.9675 2563
8.9675 2563
8.98696 2675
8.98696 2675
8.98696 2675
8.98610.5742 9.17752 2782
9.17752 2782
9.17752 2782
9.17752 2782
9.19698 2885
9.19698 2885
9.19698 2885
9.19610.9801 9.38754 2984
9.38754 2984
9.38754 2984
9.38754 2984
9.40642 3080
9.40642 3080
9.40642 3080
9.40642 3080
9.59283 3173
9.59283 3173
9.59283 3173
9.59283 3173
9.61643 3263
9.61643 3263
9.61643 3263
9.61611.6055 9.80342 3351
9.80342 3351
9.80342 3351
9.80342 3351
9.82645 3436
9.82645 3436
9.82645 3436
9.82645 3436
9.83589 3519
9.83589 3519
9.83589 3519
9.83512.02 1510.0134 3600
10.0134 3600
10.0134 3612.23 1738
12.2310.0365 3679
10.0365 3679
1012.44 1903
12.44 1903
12.44 1903
12.44 1903
12.6448 2053
12.6448 2053
12.6448 2053
12.6448 2053
12.6501 2192
12.6501 2192
12.6501 2192
12.6501 2192
12.8554 2323
12.8554 2323
12.85510.4288 3216
10.4288 3216
10.4288 3216
10.4288 3216
10.4566 2948
10.456613.0654 2563
13.0654 2563
13.0654 2563
13.0654 2563
13.0748 26756.21397 8723
6.21397 8723
6.21397 8723
613.2754 2782
13.2754 2782
13.2754 2782
13.2754 2782
13.2848 2885
13.2848 2885
13.2848 2885
13.2848 2885
13.4854 2984
13.4854 2984
13.4854 2984
13.4854 2984
13.6908 2323
13.6908 2323
13.6908 2323
13.6908 2323
13.6955 2502
13.6955 2502
13.6955 2502
13.6955 2502
13.7003 2323
13.7003 2323
13.7003 2323
13.7003 2323
13.705 2144
6.44525 8947
6.411.283 2323
11.283 2323
11.283 2323
6.62933 8979
6.62933 8979
6.62933 8979
6.62933 8979
6.63877 9010
6.63877 9010
6.63877 9010
6.63877 9010
6.64821 9041
6.64821 9041
6.64821 9041
6.64821 9041
6.65765 9072
6.65765 9072
6.65765 9072
6.65765 9072
6.66709 9103
6.66709 9103
6.66709 9103
6.66709 9103
6.70485 11.9131 2984
11.9131 2984
1114.7412 1072
14.7412 1072
14.7412 1072
14.7412 1072
14.9465 1340
14.6.85589 9196
6.85589 9196
6.85589 9115.1518 1554
15.7.03997 9227
7.03997 9227
7.03997 9227
7.03997 9227
7.04941 9258
7.04941 9258
7.04941 9258
7.04941 9258
7.05885 9289
7.05885 9289
7.05885 9289
7.05885 9289
7.06829 9319
7.06829 9319
7.06829 9319
7.06829 9319
7.07773 9349
7.07773 9349
7.07773 9315.9872 2323
15.7.11549 9379
7.11549 9379
7.11549 9379
7.11549 9379
7.12493 9409
7.12493 9409
7.12493 9416.1972 2563
16.7.27125 9439
7.27125 9439
7.27125 9439
7.27125 9439
7.45533 9469
7.45533 9469
7.45533 9469
7.45533 9469
