300ms 0 59580.6 0.0595806
300ms 1 314577 0.314577
100ms 0 164072 0.164072
100ms 1 293164 0.293164
250ms 0 71090.5 0.0710905
250ms 1 326989 0.326989
150ms 0 90048 0.090048
150ms 1 457435 0.457435
50ms 0 282782 0.282782
50ms 1 439633 0.439633
200ms 0 67028.2 0.0670282
200ms 1 389053 0.389053
