2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
2 629659 0.629659 212595 0.212595
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
4 225910 0.22591 223089 0.223089
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
6 161665 0.161665 137818 0.137818
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
8 121362 0.121362 103025 0.103025
